Year,Bowl Game Name,Lead Time (Days),Team 1,Team 1 Conference,Team 1 AP Ranking,Team 1 Wins,Team 1 Prior Season Wins,Team 1 Win Difference from Year Prior,Team 1 247 Talent Composite Score,Team 1 Total FB Social Followers,Team 1 Enrollment,Team 1 Total Alumni,Team 1 Alumni Dispersion,Team 1 Brand Power,Team 1 Lat,Team 1 Lon,Team 1 Closest Large Airport Name,Team 1 Miles to Closest Large Airport,Team 1 Driving Time to Closest Large Airport (Minutes),Team 1 Nearest Large Airport Remote Flag,Team 1 Time Zone,Team 2,Team 2 Conference,Team 2 AP Ranking,Team 2 Wins,Team 2 Prior Season Wins,Team 2 Win Difference from Year Prior,Team 2 247 Talent Composite Score,Team 2 Total FB Social Followers,Team 2 Enrollment,Team 2 Total Alumni,Team 2 Alumni Dispersion,Team 2 Brand Power,Team 2 Lat,Team 2 Lon,Team 2 Closest Large Airport Name,Team 2 Miles to Closest Large Airport,Team 2 Driving Time to Closest Large Airport (Minutes),Team 2 Nearest Large Airport Remote Flag,Team 2 Time Zone,Venue,City,State,Venue Tier,Venue Capacity,Venue Lat,Venue Lon,Venue Time Zone,Team 1 Miles to Venue,Team 1 Driving Time (hrs),Team 1 Driving Time (min),Team 1 Drivable?,Team 2 Miles to Venue,Team 2 Driving Time (hrs),Team 2 Driving Time (min),Team 2 Drivable?,Date,Day of the Week,Local Start Time,Network,Viewers,Attendance,Bowl Avg Viewers,Bowl Avg Attendees,% Filled,Avg Wins,Total Wins,Avg AP Ranking,Best AP Ranking,Worst AP Ranking,SEC Present,Big 10 Present,Big 12 Present,ACC Present,Combined Fanbase Size (social + enrollment + alum),Avg Distace Traveled,Avg Driving Min,Avg Driving Hours,Distance Minimum,Distance Imbalance,"Weekend Indicator (Weekend=1, Else 0)","Matchup Power Score (2=P4vP4, 1=P4vG5, 0=G5vG5)",Bowl Tier,Bowl Ownership,Local Team Indicator,AP Strength Score,Combined Fanbase (Log transformed),MinMax Scale Distance,AP Strength Normalized,Raw Gradient Boosted Attendance,Gradient Boosting Predicted Attendance,Final Attendance Prediction,Bowl Avg Attendance,Gradient Boosting Predicted % Filled,Bowl Avg % Filled,Attendance Difference from Avg,% Attendance Difference from Avg,Actual Attendance,Actual % Filled,% Error,Difference from Predicted,Bowl Type,Temp at Kickoff Time,Weather at Kickoff,Rain (mm),Snowfall (mm)
2022,New Orleans Bowl,17,West Virginia Mountaineers,Big 12 Conference,0,5,6,-1,662.57,545500,24200,160808,National,184835.828,39.63,-79.95,Pittsburgh International Airport,61.05552,104.1,Moderate Remote,EST,South Alabama Jaguars,Sun Belt Conference,0,10,5,5,466.34,102300,13768,63975,Regional,40027.636,30.70,-88.18,Gulfport Biloxi International Airport,56.6751,91.4,Moderate Remote,CST,Caesars Superdome,New Orleans,LA,1,41426,29.95,-90.08,CST,881,17.6148,1056.8875,Flight Required,125,2.49261,149.55665,Flight Required,2022-12-21,Wednesday,9:00 PM,ESPN,"1,200,000","13,456",1014333,13697,0.32,7.5,15,0,0,0,0,0,0,0,910551,502.6851,603.2221,10.0537,125,756.11,0,1,3,2,0,26,5.959304753,0.1213543612,1,"13,612.95","13,638.17","13,638.17",13697,32.92%,33.06%,-58.83,-0.43%,"13,456",0.32,1.35%,182.17,Medium,51.1,Overcast,0,0
2023,New Orleans Bowl,13,Jacksonville State Gamecocks,Conference USA,0,9,,9,227.27,60500,9672,39841,Regional,24159.408,33.82,-85.77,Birmingham-Shuttlesworth International Airport,59.4468,94.2,Moderate Remote,CST,Louisiana Ragin' Cajuns,Sun Belt Conference,0,6,6,0,475.45,111900,15345,80684,Mostly In-State,44897.58,30.21,-92.02,Alexandria International Airport,83.06783,107.6,Moderate Remote,CST,Caesars Superdome,New Orleans,LA,1,41426,29.95,-90.08,CST,368,7.3659,441.9531,Flight Required,117,2.34554,140.73245,Flight Required,2023-12-16,Saturday,2:15 PM,ESPN,"1,090,000","14,485",1014333,13697,0.35,7.5,15,0,0,0,0,0,0,0,317942,242.7857,291.3428,4.8557,117,251.02,1,0,3,2,0,26,5.502349268,0.0476834369,1,"14,368.14","14,166.80","14,166.80",13697,34.20%,33.06%,469.80,3.43%,"14,485",0.35,-2.20%,-318.20,Medium,61.9,Moderate rain,15.3,0
2024,New Orleans Bowl,11,Georgia Southern Eagles,Sun Belt Conference,0,8,6,2,527.99,137100,26041,113407,Mostly In-State,57890.096,32.43,-81.78,Savannah Hilton Head International Airport,39.89781,71,Accessible,EST,Sam Houston Bearkats,Conference USA,,10,3,7,488.03,78200,21403,119135,Highly Local,39849.312,30.71,-95.55,George Bush Intercontinental Airport,51.93276,79.9,Moderate Remote,CST,Caesars Superdome,New Orleans,LA,1,41426,29.95,-90.08,CST,519,10.3853,623.1156,Flight Required,330,6.60166,396.09934,Flight Required,2024-12-19,Thursday,7:00 PM,ESPN,"753,000","13,151",1014333,13697,0.32,9,18,0,0,0,0,0,0,0,495286,424.6729,509.6075,8.4935,330,189.18,0,0,3,2,0,13,5.694856929,0.09924108746,0.4222222222,"13,144.88","13,310.52","13,310.52",13697,32.13%,33.06%,-386.48,-2.82%,"13,151",0.32,1.21%,159.52,Medium,55.3,Clear sky,0,0
2025,New Orleans Bowl,16,Western Kentucky Hilltoppers,Conference USA,0,8,8,0,561.36,121200,16759,89707,Regional,48907.044,36.985035,-86.456828,Nashville International Airport,60.70915,88.5,Moderate Remote,CST,Southern Miss Golden Eagles,Sun Belt Conference,0,7,1,6,602.53,133200,13110,83364,Regional,51159.412,31.32661,-89.331236,Gulfport Biloxi International Airport,65.52157,90.6,Moderate Remote,CST,Caesars Superdome,New Orleans,LA,1,41426,29.951439,-90.08197,CST,528.896488,10.5779,634.6758,Flight Required,104.9800278,2.09960,125.97603,Flight Required,2025-12-23,Tuesday,5:30 PM,ESPN,2000000,16693,1014333,13697,,7.5,15,0,0,0,0,0,0,0,457340,316.9383,380.3259,6.3388,104.9800278,423.9164602,0,0,3,2,0,26,5.660240137,0.06870268805,1,13282.5377,13406.87639,13406.87639,13697,32.36%,33.06%,-290.12361,-2.12%,16693,0.40,-19.69%,"-3,286.12",Medium,69.3,Clear sky,0,0
2022,Pinstripe Bowl,25,Minnesota Golden Gophers,Big Ten Conference,0,9,9,0,649.43,335500,9350,294902,Mostly In-State,132269.972,44.97,-93.24,MinneapolisÃ¢â‚¬â€œSaint Paul International Airport / WoldÃ¢â‚¬â€œChamberlain Field,6.453044,24.5,Accessible,CST,Syracuse Orange,Atlantic Coast Conference,0,7,5,2,590.36,260000,22948,160500,National,98875.744,43.04,-76.13,Syracuse Hancock International Airport,5.313934,17.4,Accessible,EST,Yankee Stadium,Bronx,NY,1,50291,40.83,-73.93,EST,1016,20.3124,1218.7434,Flight Required,190,3.80152,228.09139,Flight Required,2022-12-29,Thursday,2:00 PM,ESPN,"2,750,000","31,131",3313333,32169,0.62,8,16,0,0,0,0,0,0,1,1083200,602.8478,723.4174,12.0570,190,825.54,0,2,1,2,0,26,6.034709052,0.1497464351,1,"31,117.56","31,432.99","31,432.99",32169,62.50%,63.97%,-736.01,-2.29%,"31,131",0.62,0.97%,301.99,Large,46.9,Overcast,0,0
2023,Pinstripe Bowl,25,Rutgers Scarlet Knights,Big Ten Conference,0,7,4,3,636.35,295400,50617,266030,Regional,125600.94,40.50,-74.45,Newark Liberty International Airport,19.75846,40.1,Accessible,EST,Miami Hurricanes,Atlantic Coast Conference,0,7,5,2,860.27,771800,19593,130166,Regional,248819.308,25.72,-80.28,Miami International Airport,5.040501,21.8,Accessible,EST,Yankee Stadium,Bronx,NY,1,50291,40.83,-73.93,EST,36,0.7116,42.6930,Easy Drive,1106,22.11490,1326.89388,Flight Required,2023-12-28,Thursday,2:00 PM,ESPN,"3,000,000","35,314",3313333,32169,0.70,7,14,0,0,0,0,0,0,1,1533606,570.6612,684.7934,11.4132,36,1070.17,0,2,1,2,1,26,6.185714082,0.140622839,1,"35,352.59","34,397.52","34,397.52",32169,68.40%,63.97%,"2,228.52",6.93%,"35,314",0.70,-2.60%,-916.48,Large,52.4,Light drizzle,32.5,0
2024,Pinstripe Bowl,20,Nebraska Cornhuskers,Big Ten Conference,0,7,5,2,790.42,679600,15015,155398,Regional,222738.968,40.82,-96.70,Lincoln Airport,3.68136,11.1,Accessible,CST,Boston College Eagles,Atlantic Coast Conference,0,7,7,0,667.91,200200,15280,133252,National,76708.364,42.34,-71.17,General Edward Lawrence Logan International Airport,8.419808,23.3,Accessible,EST,Yankee Stadium,Bronx,NY,1,50291,40.83,-73.93,EST,1187,23.7489,1424.9328,Flight Required,176,3.52902,211.74106,Flight Required,2024-12-28,Saturday,12:00 PM,ABC,"4,190,000","30,062",3313333,32169,0.60,7,14,0,0,0,0,0,0,1,1198745,681.9474,818.3369,13.6389,176,1010.99,1,2,1,2,0,26,6.078727171,0.1721679678,1,"30,094.57","30,716.90","30,716.90",32169,61.08%,63.97%,"-1,452.10",-4.51%,"30,062",0.60,2.18%,654.90,Large,39.5,Light drizzle,4.7,0
2025,Pinstripe Bowl,20,Clemson Tigers,Atlantic Coast Conference,0,7,10,-3,918.43,1796000,28747,150143,Regional,559931.072,34.679381,-82.835114,Greenville-Spartanburg International Airport,38.03157,65.1,Accessible,EST,Penn State Nittany Lions,Big Ten Conference,0,6,,6,910.42,1169900,50399,523933,National,413807.268,40.7965,-77.862848,Harrisburg International Airport,71.32433,135,High Remote,EST,Yankee Stadium,Bronx,NY,1,50291,40.829659,-73.926186,EST,645.4971274,12.9099,774.5966,Flight Required,205.8679884,4.11736,247.04159,Flight Required,2025-12-27,Saturday,12:00 PM,ABC,7600000,41101,3313333,32169,,6.5,13,0,0,0,0,1,0,0,3719122,425.6826,510.8191,8.5137,205.8679884,439.629139,1,2,1,2,0,26,6.570440542,0.09952728111,1,39548.54059,37334.67841,37334.67841,32169,74.24%,63.97%,5165.67841,16.06%,41101,0.82,-9.16%,"-3,766.32",Large,25.6,Overcast,0.2,2.94
2022,Pop-Tart Bowl,25,Florida State Seminoles,Atlantic Coast Conference,13,10,5,5,780.76,1018800,43234,272106,Mostly In-State,341809.704,30.44,-84.30,Tallahassee International Airport,4.599866,13.5,Accessible,EST,Oklahoma Sooners,Southeastern Conference,0,6,11,-5,870.34,1379800,29145,173771,Regional,437494.236,35.21,-97.44,OKC Will Rogers World Airport,15.42455,34.4,Accessible,CST,Camping World Stadium,Orlando,FL,3,60219,28.54,-81.40,EST,218,4.3615,261.6879,Flight Required,1046,20.92485,1255.49081,Flight Required,2022-12-29,Thursday,5:30 PM,ESPN,"5,400,000","61,520",5500000,43760,1.02,8,16,6.5,0,13,1,0,0,0,2916856,632.1578,758.5894,12.6432,218,828.17,0,2,1,1,0,19.5,6.464915138,0.1580546266,0.7111111111,"61,289.51","56,030.65","56,030.65",43760,93.04%,72.67%,"12,270.65",28.04%,"61,520",1.02,-8.92%,"-5,489.35",Large,71.2,Mainly clear,0.2,0
2023,Pop-Tart Bowl,25,Kansas State Wildcats,Big 12 Conference,0,9,10,-1,616,274400,19745,152636,Regional,101779,39.19,-96.58,Kansas City International Airport,100.1891,147,High Remote,CST,NC State Wolfpack,Atlantic Coast Conference,19,9,8,1,700.85,369900,37323,231036,Mostly In-State,141818.54,35.79,-78.67,Raleigh-Durham International Airport,9.024975,19.5,Accessible,EST,Camping World Stadium,Orlando,FL,3,60219,28.54,-81.40,EST,1137,22.7450,1364.7018,Flight Required,525,10.50861,630.51686,Flight Required,2023-12-28,Thursday,5:45 PM,ESPN,"4,310,000","31,111",5500000,43760,0.52,9,18,9.5,0,19,0,0,0,1,1085040,831.3411,997.6093,16.6268,525,611.82,0,2,1,1,0,16.5,6.035446149,0.2145150088,0.5777777778,"31,564.21","35,222.94","35,222.94",43760,58.49%,72.67%,"-8,537.06",-19.51%,"31,111",0.52,13.22%,"4,111.94",Large,61.1,Overcast,17.2,0
2024,Pop-Tart Bowl,20,Iowa State Cyclones,Big 12 Conference,18,11,7,4,642.12,300500,30177,182047,Regional,114646.948,42.03,-93.65,Des Moines International Airport,33.9942,58.6,Accessible,CST,Miami Hurricanes,Atlantic Coast Conference,15,10,7,3,868.15,771800,19593,130166,Regional,248822.46,25.72,-80.28,Miami International Airport,5.040501,21.8,Accessible,EST,Camping World Stadium,Orlando,FL,3,60219,28.54,-81.40,EST,1157,23.1466,1388.7986,Flight Required,207,4.13236,247.94145,Flight Required,2024-12-28,Saturday,3:30 PM,ABC,"6,790,000","38,650",5500000,43760,0.64,10.5,21,16.5,15,18,0,0,0,1,1434283,681.9750,818.3700,13.6395,207,950.71,1,2,1,1,0,9.5,6.156635154,0.1721757896,0.2666666667,"38,810.17","40,295.12","40,295.12",43760,66.91%,72.67%,"-3,464.88",-7.92%,"38,650",0.64,4.26%,"1,645.12",Large,74.9,Moderate drizzle,1,0
2025,Pop-Tart Bowl,20,BYU Cougars,Big 12 Conference,12,11,11,0,649.36,379700,35074,236737,Regional,144858.244,40.250851,-111.649281,Salt Lake City International Airport,41.02801,63.4,Accessible,MST,Georgia Tech Yellow Jackets,Atlantic Coast Conference,24,9,7,2,715.56,248300,47946,246242,National,108989.624,33.77242,-84.394832,Hartsfield Jackson Atlanta International Airport,9.539981,19.1,Accessible,EST,Camping World Stadium,Orlando,FL,3,60219,28.539143,-81.403076,EST,1892.480735,37.8496,2270.9769,Flight Required,402.501837,8.05004,483.00220,Flight Required,2025-12-27,Saturday,3:30 PM,ABC,8700000,34126,5500000,43760,,10,20,18,12,24,0,0,0,1,1193999,1147.4913,1376.9895,22.9498,402.501837,1489.978898,1,2,1,1,0,8,6.077004327,0.3041307436,0.2,36071.74252,38378.21977,40297.13076,43760,66.92%,72.67%,-3462.869242,-7.91%,34126,0.57,18.08%,"6,171.13",Large,75.4,Overcast,0,0
2025,Rate Bowl,19,New Mexico Lobos,Mountain West Conference,0,9,5,4,378.8,87500,22700,106312,Regional,41572.72,35.083868,-106.620155,Albuquerque International Sunport,3.104463,22.9,Accessible,MST,Minnesota Golden Gophers,Big Ten Conference,0,7,8,-1,711.04,335500,9350,294902,Mostly In-State,132294.616,44.972851,-93.235464,MinneapolisÃ¢â‚¬â€œSaint Paul International Airport / WoldÃ¢â‚¬â€œChamberlain Field,6.453044,24.5,Accessible,CST,Chase Field,Phoenix,AZ,3,49033,33.445564,-112.067413,MST,330.9668914,6.6193,397.1603,Flight Required,1279.46419,25.58928,1535.35703,Flight Required,2025-12-26,Friday,4:30 PM,ESPN,4400000,27439,2916667,23775,,8,16,0,0,0,0,1,0,0,856264,805.2155,966.2586,16.1043,330.9668914,948.497299,0,1,3,2,0,26,5.932608193,0.2071094694,1,23042.26739,23262.08717,23262.08717,23775,47.44%,48.49%,-512.91283,-2.16%,27439,0.56,-15.22%,"-4,176.91",Large,68.4,Overcast,0,0
2022,Reliaquest Bowl,29,Mississippi State Bulldogs,Southeastern Conference,24,9,7,2,725.55,535400,22657,117010,National,177142.62,33.45,-88.79,Jackson-Medgar Wiley Evers International Airport,108.6834,154.2,High Remote,CST,Illinois Fighting Illini,Big Ten Conference,0,8,5,3,631.46,312600,56563,390561,Regional,144401.284,40.10,-88.23,Abraham Lincoln Capital Airport,78.80527,109.3,Moderate Remote,CST,Raymond James Stadium,Tampa,FL,3,65857,28.06,-82.41,EST,531,10.6207,637.2438,Flight Required,896,17.91389,1074.83322,Flight Required,2023-01-02,Monday,12:00 PM,ESPN2,"2,180,000","35,797",3395000,33611,0.54,8.5,17,12,0,24,0,1,0,0,1434791,713.3654,856.0385,14.2673,531,364.66,0,2,1,1,0,14,6.156788947,0.1810736928,0.4666666667,"35,566.63","34,979.94","34,979.94",33611,53.11%,51.04%,"1,368.94",4.07%,"35,797",0.54,-2.28%,-817.06,Large,75.3,Overcast,0,0
2023,Reliaquest Bowl,29,LSU Tigers,Southeastern Conference,13,10,10,0,899.31,2200000,39418,214165,Regional,689659.824,30.41,-91.18,Louis Armstrong New Orleans International Airport,62.23375,82.2,Moderate Remote,CST,Wisconsin Badgers,Big Ten Conference,0,7,7,0,741.63,720200,49605,308056,National,257083.252,43.08,-89.40,Chicago Rockford International Airport,62.74338,104.1,Moderate Remote,CST,Raymond James Stadium,Tampa,FL,3,65857,28.06,-82.41,EST,553,11.0558,663.3455,Flight Required,1108,22.16604,1329.96250,Flight Required,2024-01-01,Monday,12:00 PM,ESPN2,"4,610,000","31,424",3395000,33611,0.48,8.5,17,6.5,0,13,0,1,0,0,3531444,830.5450,996.6540,16.6109,553,555.51,0,2,1,1,0,19.5,6.547952447,0.2142893364,0.7111111111,"31,725.81","32,291.37","32,291.37",33611,49.03%,51.04%,"-1,319.63",-3.93%,"31,424",0.48,2.76%,867.37,Large,66.6,Mainly clear,0,0
2025,Reliaquest Bowl,24,Iowa Hawkeyes,Big Ten Conference,0,8,8,0,710,583000,30042,169836,National,198176,41.661935,-91.536425,Quad City International Airport,55.18501,80.4,Moderate Remote,CST,Vanderbilt Commodores,Southeastern Conference,13,10,7,3,685.42,222300,13456,100893,Very National (Top 10%),79744.668,36.14659,-86.803369,Nashville International Airport,7.135421,20.5,Accessible,CST,Raymond James Stadium,Tampa,FL,3,65857,28.061458,-82.413232,EST,1071.178359,21.4236,1285.4140,Flight Required,614.7236887,12.29447,737.66843,Flight Required,2025-12-31,Wednesday,12:00 PM,ESPN,4600000,35382,3395000,33611,,9,18,6.5,0,13,1,0,0,0,1119527,842.9510,1011.5412,16.8590,614.7236887,456.4546701,0,2,1,1,0,19.5,6.04903496,0.2178059463,0.7111111111,33332.54769,33416.08338,33416.08338,33611,50.74%,51.04%,-194.91662,-0.58%,35382,0.54,-5.56%,"-1,965.92",Large,50.8,Clear sky,0,0
2022,Sun Bowl,26,Pittsburgh Panthers,Atlantic Coast Conference,0,9,11,-2,654.56,310000,34525,184319,Regional,118598.724,40.44,-79.95,Pittsburgh International Airport,15.07434,33.4,Accessible,EST,UCLA Bruins,Big Ten Conference,18,9,8,1,733.30,383800,46678,595184,Regional,184287.32,34.07,-118.44,Los Angeles International Airport,9.157064,21.5,Accessible,PST,Sun Bowl Stadium,El Paso,TX,1,51500,29.58,-98.62,CST,1291,25.8274,1549.6442,Flight Required,1202,24.04198,1442.51860,Flight Required,2022-12-30,Friday,2:00 PM,CBS,"2,760,000","41,104",3010000,44664,0.80,9,18,9,0,18,0,1,0,0,1554506,1246.7345,1496.0814,24.9347,1202,89.27,0,2,2,1,0,17,6.191592682,0.3322621597,0.6,"40,837.17","41,985.22","41,985.22",44664,81.52%,86.73%,"-2,678.78",-6.00%,"41,104",0.80,2.14%,881.22,Large,63.9,Overcast,0,0
2023,Sun Bowl,26,Notre Dame Fighting Irish,Independent,15,10,9,1,870.7,1281900,13174,107378,Very National (Top 10%),398290.88,41.70,-86.24,South Bend International Airport,4.034987,17,Accessible,EST,Oregon State Beavers,Pac-12 Conference,21,8,10,-2,653.16,257900,35622,176468,Regional,102402.464,44.56,-123.27,Eugene Airport,30.51883,58.3,Accessible,PST,Sun Bowl Stadium,El Paso,TX,1,51500,29.58,-98.62,CST,1086,21.7203,1303.2179,Flight Required,1697,33.93907,2036.34401,Flight Required,2023-12-29,Friday,2:00 PM,CBS,"3,260,000","48,223",3010000,44664,0.94,9,18,18,15,21,0,0,0,0,1872442,1391.4841,1669.7809,27.8297,1086,610.94,0,0,2,1,0,8,6.272408606,0.3732928043,0.2,"48,136.05","47,094.44","47,094.44",44664,91.45%,86.73%,"2,430.44",5.44%,"48,223",0.94,-2.34%,"-1,128.56",Large,58.5,Clear sky,0,0
2025,Sun Bowl,24,Arizona State Sun Devils,Big 12 Conference,0,8,11,-3,738.52,426800,79593,689851,National,213239.108,33.417721,-111.934383,Phoenix Sky Harbor International Airport,4.320505,17,Accessible,MST,Duke Blue Devils,Atlantic Coast Conference,0,8,9,-1,669.18,318300,17112,145247,Very National (Top 10%),113704.772,36.001135,-78.937624,Raleigh-Durham International Airport,11.93816,25.8,Accessible,EST,Sun Bowl,El Paso,TX,1,52000,31.863889,-106.337778,MST,342.8242418,6.8565,411.3891,Flight Required,1591.196362,31.82393,1909.43563,Flight Required,2025-12-31,Wednesday,2:00 PM,CBS,2168000,44975,3010000,44664,,8,16,0,0,0,0,0,0,1,1676903,967.0103,1160.4124,19.3402,342.8242418,1248.372121,0,2,2,1,0,26,6.224508201,0.2529717138,1,43669.42875,43967.80013,43967.80013,44664,84.55%,85.89%,-696.19987,-1.56%,44975,0.86,-2.24%,"-1,007.20",Large,56.8,Overcast,0,0
2022,Texas Bowl,24,Texas Tech Red Raiders,Big 12 Conference,0,8,7,1,660.31,416200,40773,205454,Highly Local,153824.124,33.58,-101.87,Lubbock Preston Smith International Airport,6.321676,29,Accessible,CST,Ole Miss Rebels,Southeastern Conference,0,8,10,-2,757.39,673400,24043,107095,National,217841.056,34.37,-89.54,Memphis International Airport,53.06732,94.5,Moderate Remote,CST,NRG Stadium,Houston,TX,2,71795,29.68,-95.41,CST,466,9.3162,558.9735,Flight Required,472,9.44143,566.48566,Flight Required,2022-12-28,Wednesday,9:00 PM,ESPN,"2,600,000","53,251",2840000,54232,0.74,8,16,0,0,0,1,0,0,0,1466965,468.9413,562.7296,9.3788,466,6.26,0,2,1,2,0,26,6.166420048,0.1117893872,1,"53,008.27","53,375.39","53,375.39",54232,74.34%,75.54%,-856.61,-1.58%,"53,251",0.74,0.23%,124.39,Large,65.6,Mainly clear,0,0
2023,Texas Bowl,24,Oklahoma State Cowboys,Big 12 Conference,22,10,7,3,649.79,384700,26043,177732,Regional,138651.716,36.12,-97.07,OKC Will Rogers World Airport,58.46655,88.3,Moderate Remote,CST,Texas A&M Aggies,Southeastern Conference,0,7,5,2,925.92,722400,76633,667867,Regional,299203.668,30.62,-96.34,George Bush Intercontinental Airport,73.77464,110.5,Moderate Remote,CST,NRG Stadium,Houston,TX,2,71795,29.68,-95.41,CST,455,9.1024,546.1463,Flight Required,85,1.69905,101.94289,Drivable,2023-12-27,Wednesday,9:00 PM,ESPN,"3,080,000","55,212",2840000,54232,0.77,8.5,17,11,0,22,1,0,0,0,2055375,270.0372,324.0446,5.4007,85,370.17,0,2,1,2,1,15,6.312891281,0.05540813073,0.5111111111,"55,152.73","54,876.51","54,876.51",54232,76.44%,75.54%,644.51,1.19%,"55,212",0.77,-0.61%,-335.49,Large,50.6,Clear sky,0,0
2025,Texas Bowl,20,LSU Tigers,Southeastern Conference,0,7,9,-2,920.05,2200000,39418,214165,Regional,689668.12,30.414986,-91.178921,Louis Armstrong New Orleans International Airport,62.23375,82.2,Moderate Remote,CST,Houston Cougars,Big 12 Conference,0,9,4,5,656.74,240700,46676,253065,Highly Local,107114.396,29.720393,-95.343537,William P. Hobby Airport,6.548432,18.3,Accessible,CST,NRG Stadium,Houston,TX,2,71795,29.68486,-95.411667,CST,258.1214854,5.1624,309.7458,Flight Required,4.769569132,0.09539,5.72348,Easy Drive,2025-12-27,Saturday,9:15 PM,ESPN,2900000,63867,2840000,54232,,8,16,0,0,0,0,0,1,0,2994024,131.4455,157.7346,2.6289,4.769569132,253.3519163,1,2,1,2,1,26,6.476255422,0.01612303157,1,43044.62398,46400.83679,48720.87863,54232,67.86%,75.54%,-5511.121371,-10.16%,63867,0.89,-23.72%,"-15,146.12",Large,70.4,Overcast,0.2,0
2025,Xbox Bowl,11,Arkansas State Red Wolves,Sun Belt Conference,0,6,8,-2,591.27,121300,14032,64259,Regional,45858.808,35.842388,-90.679988,Memphis International Airport,67.89818,95.4,Moderate Remote,CST,Missouri State Bears,Conference USA,0,7,8,-1,426.1,58700,23418,116520,Mostly In-State,34116.04,37.199258,-93.281281,Springfield Branson National Airport,6.720889,27.2,Accessible,CST,Ford Center at The Star,Frisco,TX,1,12000,33.1135,-96.829,CST,397.6622116,7.9532,477.1947,Flight Required,346.156711,6.92313,415.38805,Flight Required,2025-12-18,Thursday,9:00 PM,ESPN2,457100,7782,,,,6.5,13,0,0,0,0,0,0,0,398229,371.9095,446.2914,7.4382,346.156711,51.5055006,0,0,3,2,0,26,5.600133974,0.08428479189,1,24096.58999,6500,6500,9000,54.17%,75.00%,-2500,-27.78%,7782,0.65,-16.47%,"-1,282.00",Small,52,Clear sky,0.2,0
